3.844498634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.847135305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.850970029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.857262373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.859193086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.861121893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.864179611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.867396593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.870277166	0.2270291566070749	0.11351457830353745	0.0	0.0	0.0	0.0	0.0	0.0
3.873751163	0.44638840927472156	0.22319420463736078	0.0	0.0	0.0	0.0	0.0	0.0
3.87696886	0.34311540858442063	0.2312476037737604	0.0	0.0	0.0	0.0	0.0	0.0
3.880283832	0.5928158988948053	0.39557529567600974	0.0	0.0	0.0	0.0	0.0	0.0
3.883744955	0.654107454787236	0.4180097646988372	0.0	0.0	0.0	0.0	0.0	0.0
3.886892318	0.3921802352557628	0.2870461549331006	0.0	0.0	0.0	0.0	0.0	0.0
3.890386819	2.102388345420266	1.1667841367855158	0.0	0.0	0.0	0.0	0.0	0.0
3.893592834	2.1200742415629477	1.1667841367855158	0.0	0.0	0.0	0.0	0.0	0.0
3.896968603	1.0069681530829302	0.617810762320942	0.0	0.0	0.0	0.0	0.0	0.0
3.900315761	0.7626365955301451	0.5205947298886895	0.0	0.0	0.0	0.0	0.0	0.0
3.903650999	1.2084610412799088	0.7412962157457361	0.0	0.0	0.0	0.0	0.0	0.0
3.90695405	0.6636497176295246	0.47457530625212024	0.0	0.0	0.0	0.0	0.0	0.0
3.910384655	1.0716886072071052	0.68933261655611	0.0	0.0	0.0	0.0	0.0	0.0
3.913582325	1.0716886072071052	0.68933261655611	0.0	0.0	0.0	0.0	0.0	0.0
3.917043924	0.7620275149231905	0.5591359971843162	0.0	0.0	0.0	0.0	0.0	0.0
