  -1.446083021542e-135	-5.37652601925608e-136	-4.44890496382593e-135
-2.47899946550057e-135	-9.21690174729614e-136	 -7.6266942237016e-135
-3.21679692547098e-135	-1.19600272673248e-135	-9.89654369504136e-135
-3.74379511116413e-135	-1.39194026387738e-135	-1.15178647459983e-134
-4.12022238665924e-135	-1.53189564755231e-135	-1.26759512109676e-134
-4.38909901201289e-135	-1.63186377874868e-135	-1.35031558288028e-134
-4.58115374440835e-135	 -1.7032695867461e-135	-1.40940162701136e-134
-4.71833569611939e-135	-1.75427373531568e-135	-1.45160594424785e-134
-4.81632280448443e-135	-1.79070527000824e-135	-1.48175188513106e-134
-4.88631359617374e-135	-1.81672779478863e-135	-1.50328470004764e-134
-4.93630701880896e-135	-1.83531531248892e-135	 -1.5186652821309e-134
-4.97201660640554e-135	-1.84859211084626e-135	-1.52965141219038e-134
-4.99752345468882e-135	-1.85807553824437e-135	-1.53749864794715e-134
-5.01574263203401e-135	 -1.8648494149573e-135	-1.54310381634484e-134
-5.02875633013773e-135	-1.86968789832368e-135	-1.54710750805748e-134
-5.03805182878324e-135	-1.87314395787109e-135	-1.54996728785222e-134
-5.04469147067288e-135	-1.87561257183353e-135	-1.55200998770561e-134
-5.04943407202263e-135	-1.87737586752099e-135	-1.55346905902946e-134
-5.05282164441531e-135	 -1.8786353644406e-135	-1.55451125283221e-134
-5.05524133898151e-135	-1.87953500509747e-135	-1.55525567697703e-134
-5.05696969224308e-135	-1.88017760556666e-135	-1.55578740850904e-134
-5.05820423028706e-135	-1.88063660590179e-135	-1.55616721674619e-134
-5.05908604317562e-135	-1.88096446328403e-135	-1.55643850834416e-134
-5.05971590952458e-135	-1.88119864712849e-135	-1.55663228805699e-134
-5.06016581405956e-135	 -1.8813659213031e-135	-1.55677070213759e-134
-5.06048717444169e-135	-1.88148540285639e-135	-1.55686956933801e-134
-5.06071671757178e-135	-1.88157074682303e-135	-1.55694018876689e-134
-5.06088067695042e-135	 -1.8816317067992e-135	-1.55699063121609e-134
 -5.0609977907923e-135	-1.88167524963932e-135	-1.55702666153694e-134
 -5.0610814435365e-135	-1.88170635166798e-135	-1.55705239748041e-134
-5.06114119549664e-135	-1.88172856740274e-135	-1.55707078029717e-134
-5.06118387546818e-135	-1.88174443578471e-135	-1.55708391088057e-134
-5.06121436116213e-135	-1.88175577034326e-135	-1.55709328986872e-134
-5.06123613665781e-135	-1.88176386645651e-135	-1.55709998914596e-134
-5.06125169058329e-135	-1.88176964939454e-135	-1.55710477434399e-134
-5.06126280053007e-135	-1.88177378006457e-135	-1.55710819234259e-134
-5.06127073620634e-135	-1.88177673054316e-135	-1.55711063377016e-134
-5.06127640454653e-135	-1.88177883802786e-135	-1.55711237764699e-134
-5.06128045336095e-135	-1.88178034337408e-135	 -1.5571136232733e-134
-5.06128334537125e-135	-1.88178141862138e-135	-1.55711451300638e-134
 -5.0612854110929e-135	-1.88178218665517e-135	-1.55711514853001e-134
-5.06128688660836e-135	-1.88178273525073e-135	-1.55711560247546e-134
-5.06128794054797e-135	 -1.8817831271047e-135	-1.55711592672221e-134
-5.06128869336198e-135	-1.88178340700039e-135	-1.55711615832703e-134
-5.06128923108627e-135	-1.88178360692589e-135	-1.55711632375904e-134
-5.06128961517505e-135	-1.88178374972982e-135	-1.55711644192477e-134
-5.06128988952418e-135	-1.88178385173262e-135	-1.55711652632885e-134
-5.06129008548785e-135	-1.88178392459177e-135	-1.55711658661749e-134
 1.57735336204357e-08	-1.65003100472863e-08	 2.33349825804147e-08
 4.28138781012839e-08	-4.47865547609439e-08	 6.33378098611256e-08
 6.21284104506293e-08	-6.49910147188166e-08	 9.19112579187762e-08
7.59245052804226e-08	 -7.942277155001e-08	1.12320863674241e-07
 8.57788588805537e-08	-8.97311691429171e-08	 1.26899153499573e-07
 9.28176829573202e-08	-9.70943102074121e-08	 1.37312217660524e-07
 9.78454144798437e-08	-1.02353696644656e-07	 1.44750120632632e-07
 1.01436651301605e-07	-1.06110401223607e-07	 1.50062908469853e-07
1.04001820470188e-07	-1.0879376162741e-07	 1.5385775692501e-07
 1.05834084167229e-07	-1.10710447625159e-07	 1.56568362964408e-07
 1.07142843953481e-07	-1.12079509049589e-07	 1.58504510135406e-07
 1.08077672373584e-07	-1.13057410065746e-07	 1.59887472400405e-07
 1.08745406960062e-07	-1.13755910790913e-07	  1.6087530258969e-07
  1.0922236023647e-07	-1.14254839879982e-07	 1.61580895582037e-07
 1.09563041148369e-07	-1.14611217800573e-07	  1.6208489057657e-07
 1.09806384656961e-07	-1.14865773458051e-07	 1.62444887001236e-07
 1.09980201448858e-07	-1.15047598927633e-07	  1.6270202730457e-07
 1.10104356300238e-07	-1.15177474263026e-07	 1.62885698949808e-07
 1.10193038336949e-07	-1.15270242359724e-07	 1.63016892982121e-07
 1.10256382648893e-07	-1.15336505285931e-07	 1.63110603005201e-07
 1.10301628585998e-07	-1.15383835947504e-07	 1.63177538735973e-07
 1.10333947112503e-07	-1.15417643562912e-07	 1.63225349972239e-07
 1.10357031774294e-07	-1.15441791859631e-07	 1.63259500855286e-07
  1.1037352081843e-07	-1.15459040643001e-07	 1.63283894343176e-07
 1.10385298707099e-07	-1.15471361202551e-07	 1.63301318263098e-07
 1.1039371148472e-07	-1.1548016160223e-07	1.63313763920185e-07
1.10399720611593e-07	  -1.15486447602e-07	1.63322653675247e-07
 1.10404012845073e-07	-1.15490937601836e-07	 1.63329003500292e-07
  1.1040707872613e-07	-1.15494144744576e-07	 1.63333539089609e-07
